connectivity,content,distance,filler,interface,K
0.50 ,0.1,0.02,200,10,9.621
0.50 ,0.1,0.02,200,20,9.7255
0.50 ,0.1,0.02,200,30,9.8295
0.50 ,0.1,0.02,200,40,9.9335
0.50 ,0.1,0.02,200,50,10.037
0.50 ,0.1,0.02,300,10,13.738
0.50 ,0.1,0.02,300,20,13.8415
0.50 ,0.1,0.02,300,30,13.944
0.50 ,0.1,0.02,300,40,14.0465
0.50 ,0.1,0.02,300,50,14.149
0.50 ,0.1,0.02,400,10,17.8205
0.50 ,0.1,0.02,400,20,17.9235
0.50 ,0.1,0.02,400,30,18.0255
0.50 ,0.1,0.02,400,40,18.1275
0.50 ,0.1,0.02,400,50,18.2295
0.50 ,0.1,0.025,100,10,5.314
0.50 ,0.1,0.025,100,20,5.422
0.50 ,0.1,0.025,100,30,5.53
0.50 ,0.1,0.025,100,40,5.637
0.50 ,0.1,0.025,100,50,5.7445
0.50 ,0.1,0.025,200,10,9.5165
0.50 ,0.1,0.025,200,20,9.621
0.50 ,0.1,0.025,200,30,9.7245
0.50 ,0.1,0.025,200,40,9.828
0.50 ,0.1,0.025,200,50,9.9315
0.50 ,0.1,0.025,300,10,13.63
0.50 ,0.1,0.025,300,20,13.7335
0.50 ,0.1,0.025,300,30,13.836
0.50 ,0.1,0.025,300,40,13.9385
0.50 ,0.1,0.025,300,50,14.041
0.50 ,0.1,0.025,400,10,17.715
0.50 ,0.1,0.025,400,20,17.818
0.50 ,0.1,0.025,400,30,17.92
0.50 ,0.1,0.025,400,40,18.022
0.50 ,0.1,0.025,400,50,18.124
0.50 ,0.1,0.03,100,10,5.249
0.50 ,0.1,0.03,100,20,5.3565
0.50 ,0.1,0.03,100,30,5.464
0.50 ,0.1,0.03,100,40,5.5705
0.50 ,0.1,0.03,100,50,5.677
0.50 ,0.1,0.03,200,10,9.4405
0.50 ,0.1,0.03,200,20,9.5445
0.50 ,0.1,0.03,200,30,9.648
0.50 ,0.1,0.03,200,40,9.7515
0.50 ,0.1,0.03,200,50,9.855
0.50 ,0.1,0.03,300,10,13.5545
0.50 ,0.1,0.03,300,20,13.658
0.50 ,0.1,0.03,300,30,13.7605
0.50 ,0.1,0.03,300,40,13.863
0.50 ,0.1,0.03,300,50,13.9655
0.50 ,0.1,0.03,400,10,17.6445
0.50 ,0.1,0.03,400,20,17.747
0.50 ,0.1,0.03,400,30,17.8495
0.50 ,0.1,0.03,400,40,17.9515
0.50 ,0.1,0.03,400,50,18.054
0.50 ,0.1,0.035,100,10,5.1975
0.50 ,0.1,0.035,100,20,5.3045
0.50 ,0.1,0.035,100,30,5.411
0.50 ,0.1,0.035,100,40,5.5175
0.50 ,0.1,0.035,100,50,5.624
0.50 ,0.1,0.035,200,10,9.3825
0.50 ,0.1,0.035,200,20,9.4865
0.50 ,0.1,0.035,200,30,9.59
0.50 ,0.1,0.035,200,40,9.6935
0.50 ,0.1,0.035,200,50,9.797
0.50 ,0.1,0.035,300,10,13.5
0.50 ,0.1,0.035,300,20,13.603
0.50 ,0.1,0.035,300,30,13.706
0.50 ,0.1,0.035,300,40,13.8085
0.50 ,0.1,0.035,300,50,13.911
0.50 ,0.1,0.035,400,10,17.596
0.50 ,0.1,0.035,400,20,17.699
0.50 ,0.1,0.035,400,30,17.8015
0.50 ,0.1,0.035,400,40,17.904
0.50 ,0.1,0.035,400,50,18.006
0.50 ,0.1,0.04,100,10,5.155
0.50 ,0.1,0.04,100,20,5.262
0.50 ,0.1,0.04,100,30,5.368
0.50 ,0.1,0.04,100,40,5.4745
0.50 ,0.1,0.04,100,50,5.5805
0.50 ,0.1,0.04,200,10,9.3375
0.50 ,0.1,0.04,200,20,9.4415
0.50 ,0.1,0.04,200,30,9.545
0.50 ,0.1,0.04,200,40,9.6485
0.50 ,0.1,0.04,200,50,9.752
0.50 ,0.1,0.04,300,10,13.46
0.50 ,0.1,0.04,300,20,13.563
0.50 ,0.1,0.04,300,30,13.666
0.50 ,0.1,0.04,300,40,13.7685
0.50 ,0.1,0.04,300,50,13.8715
0.50 ,0.1,0.04,400,10,17.563
0.50 ,0.1,0.04,400,20,17.666
0.50 ,0.1,0.04,400,30,17.769
0.50 ,0.1,0.04,400,40,17.8715
0.50 ,0.1,0.04,400,50,17.974
0.50 ,0.1,0.045,100,10,5.1195
0.50 ,0.1,0.045,100,20,5.226
0.50 ,0.1,0.045,100,30,5.3325
0.50 ,0.1,0.045,100,40,5.4385
0.50 ,0.1,0.045,100,50,5.5445
0.50 ,0.1,0.045,200,10,9.302
0.50 ,0.1,0.045,200,20,9.406
0.50 ,0.1,0.045,200,30,9.51
0.50 ,0.1,0.045,200,40,9.6135
0.50 ,0.1,0.045,200,50,9.717
0.50 ,0.1,0.045,300,10,13.43
0.50 ,0.1,0.045,300,20,13.5335
0.50 ,0.1,0.045,300,30,13.6365
0.50 ,0.1,0.045,300,40,13.7395
0.50 ,0.1,0.045,300,50,13.8425
0.50 ,0.1,0.045,400,10,17.5415
0.50 ,0.1,0.045,400,20,17.645
0.50 ,0.1,0.045,400,30,17.7475
0.50 ,0.1,0.045,400,40,17.8505
0.50 ,0.1,0.045,400,50,17.953
0.50 ,0.1,0.05,100,10,5.09
0.50 ,0.1,0.05,100,20,5.196
0.50 ,0.1,0.05,100,30,5.3025
0.50 ,0.1,0.05,100,40,5.4085
0.50 ,0.1,0.05,100,50,5.514
0.50 ,0.1,0.05,200,10,9.274
0.50 ,0.1,0.05,200,20,9.378
0.50 ,0.1,0.05,200,30,9.482
0.50 ,0.1,0.05,200,40,9.5855
0.50 ,0.1,0.05,200,50,9.6895
0.50 ,0.1,0.05,300,10,13.409
0.50 ,0.1,0.05,300,20,13.5125
0.50 ,0.1,0.05,300,30,13.6155
0.50 ,0.1,0.05,300,40,13.719
0.50 ,0.1,0.05,300,50,13.822
0.50 ,0.1,0.05,400,10,17.529
0.50 ,0.1,0.05,400,20,17.632
0.50 ,0.1,0.05,400,30,17.735
0.50 ,0.1,0.05,400,40,17.838
0.50 ,0.1,0.05,400,50,17.941
0.60 ,0.02,0.005,100,10,1.60075
0.60 ,0.02,0.005,100,20,1.63325
0.60 ,0.02,0.005,100,30,1.6655
0.60 ,0.02,0.005,100,40,1.6977
0.60 ,0.02,0.005,100,50,1.72975
0.60 ,0.02,0.005,200,10,2.82805
0.60 ,0.02,0.005,200,20,2.8575
0.60 ,0.02,0.005,200,30,2.88675
0.60 ,0.02,0.005,200,40,2.9159
0.60 ,0.02,0.005,200,50,2.9451
0.60 ,0.02,0.005,300,10,3.96395
0.60 ,0.02,0.005,300,20,3.9917
0.60 ,0.02,0.005,300,30,4.01955
0.60 ,0.02,0.005,300,40,4.0471
0.60 ,0.02,0.005,300,50,4.0747
0.60 ,0.02,0.005,400,10,5.049
0.60 ,0.02,0.005,400,20,5.076
0.60 ,0.02,0.005,400,30,5.1025
0.60 ,0.02,0.005,400,40,5.1295
0.60 ,0.02,0.005,400,50,5.156
0.60 ,0.02,0.01,100,10,1.56775
0.60 ,0.02,0.01,100,20,1.59905
0.60 ,0.02,0.01,100,30,1.63025
0.60 ,0.02,0.01,100,40,1.6613
0.60 ,0.02,0.01,100,50,1.6923
0.60 ,0.02,0.01,200,10,2.7524
0.60 ,0.02,0.01,200,20,2.78075
0.60 ,0.02,0.01,200,30,2.80905
0.60 ,0.02,0.01,200,40,2.83725
0.60 ,0.02,0.01,200,50,2.86545
0.60 ,0.02,0.01,300,10,3.8526
0.60 ,0.02,0.01,300,20,3.87965
0.60 ,0.02,0.01,300,30,3.9066
0.60 ,0.02,0.01,300,40,3.93335
0.60 ,0.02,0.01,300,50,3.9601
0.60 ,0.02,0.01,400,10,4.90935
0.60 ,0.02,0.01,400,20,4.9355
0.60 ,0.02,0.01,400,30,4.96165
0.60 ,0.02,0.01,400,40,4.98775
0.60 ,0.02,0.01,400,50,5.0135
0.60 ,0.02,0.015,100,10,1.5464
0.60 ,0.02,0.015,100,20,1.57705
0.60 ,0.02,0.015,100,30,1.60755
0.60 ,0.02,0.015,100,40,1.63795
0.60 ,0.02,0.015,100,50,1.66825
0.60 ,0.02,0.015,200,10,2.70655
0.60 ,0.02,0.015,200,20,2.7344
0.60 ,0.02,0.015,200,30,2.7622
0.60 ,0.02,0.015,200,40,2.78985
0.60 ,0.02,0.015,200,50,2.8175
0.60 ,0.02,0.015,300,10,3.78835
0.60 ,0.02,0.015,300,20,3.8148
0.60 ,0.02,0.015,300,30,3.84125
0.60 ,0.02,0.015,300,40,3.8677
0.60 ,0.02,0.015,300,50,3.89415
0.60 ,0.02,0.015,400,10,4.83115
0.60 ,0.02,0.015,400,20,4.85695
0.60 ,0.02,0.015,400,30,4.8827
0.60 ,0.02,0.015,400,40,4.90845
0.60 ,0.02,0.015,400,50,4.9342
0.60 ,0.02,0.02,100,10,1.53
0.60 ,0.02,0.02,100,20,1.56015
0.60 ,0.02,0.02,100,30,1.5902
0.60 ,0.02,0.02,100,40,1.6201
0.60 ,0.02,0.02,100,50,1.6499
0.60 ,0.02,0.02,200,10,2.67305
0.60 ,0.02,0.02,200,20,2.70055
0.60 ,0.02,0.02,200,30,2.72795
0.60 ,0.02,0.02,200,40,2.75525
0.60 ,0.02,0.02,200,50,2.7825
0.60 ,0.02,0.02,300,10,3.74255
0.60 ,0.02,0.02,300,20,3.7687
0.60 ,0.02,0.02,300,30,3.795
0.60 ,0.02,0.02,300,40,3.8212
0.60 ,0.02,0.02,300,50,3.8473
0.60 ,0.02,0.02,400,10,4.7767
0.60 ,0.02,0.02,400,20,4.80225
0.60 ,0.02,0.02,400,30,4.82785
0.60 ,0.02,0.02,400,40,4.8534
0.60 ,0.02,0.02,400,50,4.87905
0.60 ,0.02,0.025,100,10,1.51645
0.60 ,0.02,0.025,100,20,1.54625
0.60 ,0.02,0.025,100,30,1.5759
0.60 ,0.02,0.025,100,40,1.60545
0.60 ,0.02,0.025,100,50,1.63485
0.60 ,0.02,0.025,200,10,2.6464
0.60 ,0.02,0.025,200,20,2.67365
0.60 ,0.02,0.025,200,30,2.70075
0.60 ,0.02,0.025,200,40,2.72775
0.60 ,0.02,0.025,200,50,2.7548
0.60 ,0.02,0.025,300,10,3.707
0.60 ,0.02,0.025,300,20,3.73315
0.60 ,0.02,0.025,300,30,3.7591
0.60 ,0.02,0.025,300,40,3.785
0.60 ,0.02,0.025,300,50,3.81125
0.60 ,0.02,0.025,400,10,4.7355
0.60 ,0.02,0.025,400,20,4.7609
0.60 ,0.02,0.025,400,30,4.78625
0.60 ,0.02,0.025,400,40,4.8118
0.60 ,0.02,0.025,400,50,4.83725
0.60 ,0.02,0.03,100,10,1.5048
0.60 ,0.02,0.03,100,20,1.53425
0.60 ,0.02,0.03,100,30,1.5636
0.60 ,0.02,0.03,100,40,1.5928
0.60 ,0.02,0.03,100,50,1.62195
0.60 ,0.02,0.03,200,10,2.62435
0.60 ,0.02,0.03,200,20,2.6513
0.60 ,0.02,0.03,200,30,2.6781
0.60 ,0.02,0.03,200,40,2.70515
0.60 ,0.02,0.03,200,50,2.7319
0.60 ,0.02,0.03,300,10,3.6783
0.60 ,0.02,0.03,300,20,3.704
0.60 ,0.02,0.03,300,30,3.7301
0.60 ,0.02,0.03,300,40,3.7559
0.60 ,0.02,0.03,300,50,3.78185
0.60 ,0.02,0.03,400,10,4.70245
0.60 ,0.02,0.03,400,20,4.72785
0.60 ,0.02,0.03,400,30,4.75315
0.60 ,0.02,0.03,400,40,4.7787
0.60 ,0.02,0.03,400,50,4.80395
0.60 ,0.02,0.035,100,10,1.4945
0.60 ,0.02,0.035,100,20,1.5237
0.60 ,0.02,0.035,100,30,1.5528
0.60 ,0.02,0.035,100,40,1.58175
0.60 ,0.02,0.035,100,50,1.61065
0.60 ,0.02,0.035,200,10,2.6053
0.60 ,0.02,0.035,200,20,2.6322
0.60 ,0.02,0.035,200,30,2.65895
0.60 ,0.02,0.035,200,40,2.68565
0.60 ,0.02,0.035,200,50,2.7124
0.60 ,0.02,0.035,300,10,3.65405
0.60 ,0.02,0.035,300,20,3.68005
0.60 ,0.02,0.035,300,30,3.70585
0.60 ,0.02,0.035,300,40,3.73165
0.60 ,0.02,0.035,300,50,3.75725
0.60 ,0.02,0.035,400,10,4.67545
0.60 ,0.02,0.035,400,20,4.70055
0.60 ,0.02,0.035,400,30,4.7261
0.60 ,0.02,0.035,400,40,4.7514
0.60 ,0.02,0.035,400,50,4.7768
0.60 ,0.02,0.04,100,10,1.48535
0.60 ,0.02,0.04,100,20,1.5143
0.60 ,0.02,0.04,100,30,1.5431
0.60 ,0.02,0.04,100,40,1.57185
0.60 ,0.02,0.04,100,50,1.60055
0.60 ,0.02,0.04,200,10,2.58905
0.60 ,0.02,0.04,200,20,2.61575
0.60 ,0.02,0.04,200,30,2.6423
0.60 ,0.02,0.04,200,40,2.6688
0.60 ,0.02,0.04,200,50,2.69535
0.60 ,0.02,0.04,300,10,3.6337
0.60 ,0.02,0.04,300,20,3.6596
0.60 ,0.02,0.04,300,30,3.6852
0.60 ,0.02,0.04,300,40,3.7109
0.60 ,0.02,0.04,300,50,3.7367
0.60 ,0.02,0.04,400,10,4.6528
0.60 ,0.02,0.04,400,20,4.6781
0.60 ,0.02,0.04,400,30,4.70355
0.60 ,0.02,0.04,400,40,4.72865
0.60 ,0.02,0.04,400,50,4.7539
0.60 ,0.02,0.045,100,10,1.47705
0.60 ,0.02,0.045,100,20,1.50575
0.60 ,0.02,0.045,100,30,1.53435
0.60 ,0.02,0.045,100,40,1.56295
0.60 ,0.02,0.045,100,50,1.5914
0.60 ,0.02,0.045,200,10,2.5746
0.60 ,0.02,0.045,200,20,2.60115
0.60 ,0.02,0.045,200,30,2.6275
0.60 ,0.02,0.045,200,40,2.6541
0.60 ,0.02,0.045,200,50,2.6805
0.60 ,0.02,0.045,300,10,3.61615
0.60 ,0.02,0.045,300,20,3.64175
0.60 ,0.02,0.045,300,30,3.66755
0.60 ,0.02,0.045,300,40,3.69295
0.60 ,0.02,0.045,300,50,3.7187
0.60 ,0.02,0.045,400,10,4.63355
0.60 ,0.02,0.045,400,20,4.6588
0.60 ,0.02,0.045,400,30,4.68415
0.60 ,0.02,0.045,400,40,4.70945
0.60 ,0.02,0.045,400,50,4.7347
0.60 ,0.02,0.05,100,10,1.4694
0.60 ,0.02,0.05,100,20,1.49795
0.60 ,0.02,0.05,100,30,1.5265
0.60 ,0.02,0.05,100,40,1.5548
0.60 ,0.02,0.05,100,50,1.5831
0.60 ,0.02,0.05,200,10,2.5618
0.60 ,0.02,0.05,200,20,2.5882
0.60 ,0.02,0.05,200,30,2.61465
0.60 ,0.02,0.05,200,40,2.64105
0.60 ,0.02,0.05,200,50,2.6674
0.60 ,0.02,0.05,300,10,3.6008
0.60 ,0.02,0.05,300,20,3.6264
0.60 ,0.02,0.05,300,30,3.652
0.60 ,0.02,0.05,300,40,3.6776
0.60 ,0.02,0.05,300,50,3.7032
0.60 ,0.02,0.05,400,10,4.61715
0.60 ,0.02,0.05,400,20,4.6425
0.60 ,0.02,0.05,400,30,4.66755
0.60 ,0.02,0.05,400,40,4.69285
0.60 ,0.02,0.05,400,50,4.71805
0.60 ,0.04,0.005,100,10,2.89465
0.60 ,0.04,0.005,100,20,2.95455
0.60 ,0.04,0.005,100,30,3.01395
0.60 ,0.04,0.005,100,40,3.0731
0.60 ,0.04,0.005,100,50,3.1321
0.60 ,0.04,0.005,200,10,5.151
0.60 ,0.04,0.005,200,20,5.206
0.60 ,0.04,0.005,200,30,5.26
0.60 ,0.04,0.005,200,40,5.314
0.60 ,0.04,0.005,200,50,5.368
0.60 ,0.04,0.005,300,10,7.2625
0.60 ,0.04,0.005,300,20,7.3155
0.60 ,0.04,0.005,300,30,7.3675
0.60 ,0.04,0.005,300,40,7.4195
0.60 ,0.04,0.005,300,50,7.471
0.60 ,0.04,0.005,400,10,9.3075
0.60 ,0.04,0.005,400,20,9.359
0.60 ,0.04,0.005,400,30,9.4105
0.60 ,0.04,0.005,400,40,9.461
0.60 ,0.04,0.005,400,50,9.5115
0.60 ,0.04,0.01,100,10,2.80505
0.60 ,0.04,0.01,100,20,2.8624
0.60 ,0.04,0.01,100,30,2.9194
0.60 ,0.04,0.01,100,40,2.97615
0.60 ,0.04,0.01,100,50,3.03275
0.60 ,0.04,0.01,200,10,4.98115
0.60 ,0.04,0.01,200,20,5.034
0.60 ,0.04,0.01,200,30,5.086
0.60 ,0.04,0.01,200,40,5.139
0.60 ,0.04,0.01,200,50,5.191
0.60 ,0.04,0.01,300,10,7.0395
0.60 ,0.04,0.01,300,20,7.091
0.60 ,0.04,0.01,300,30,7.1415
0.60 ,0.04,0.01,300,40,7.192
0.60 ,0.04,0.01,300,50,7.243
0.60 ,0.04,0.01,400,10,9.048
0.60 ,0.04,0.01,400,20,9.0985
0.60 ,0.04,0.01,400,30,9.1485
0.60 ,0.04,0.01,400,40,9.1985
0.60 ,0.04,0.01,400,50,9.248
0.60 ,0.04,0.015,100,10,2.75325
0.60 ,0.04,0.015,100,20,2.80915
0.60 ,0.04,0.015,100,30,2.8649
0.60 ,0.04,0.015,100,40,2.92045
0.60 ,0.04,0.015,100,50,2.9758
0.60 ,0.04,0.015,200,10,4.8904
0.60 ,0.04,0.015,200,20,4.9424
0.60 ,0.04,0.015,200,30,4.99415
0.60 ,0.04,0.015,200,40,5.046
0.60 ,0.04,0.015,200,50,5.0975
0.60 ,0.04,0.015,300,10,6.9265
0.60 ,0.04,0.015,300,20,6.977
0.60 ,0.04,0.015,300,30,7.0275
0.60 ,0.04,0.015,300,40,7.0775
0.60 ,0.04,0.015,300,50,7.128
0.60 ,0.04,0.015,400,10,8.921
0.60 ,0.04,0.015,400,20,8.971
0.60 ,0.04,0.015,400,30,9.0205
0.60 ,0.04,0.015,400,40,9.0705
0.60 ,0.04,0.015,400,50,9.12
0.60 ,0.04,0.02,100,10,2.716
0.60 ,0.04,0.02,100,20,2.7711
0.60 ,0.04,0.02,100,30,2.82605
0.60 ,0.04,0.02,100,40,2.88075
0.60 ,0.04,0.02,100,50,2.93535
0.60 ,0.04,0.02,200,10,4.82925
0.60 ,0.04,0.02,200,20,4.88065
0.60 ,0.04,0.02,200,30,4.9319
0.60 ,0.04,0.02,200,40,4.98315
0.60 ,0.04,0.02,200,50,5.0345
0.60 ,0.04,0.02,300,10,6.8525
0.60 ,0.04,0.02,300,20,6.9025
0.60 ,0.04,0.02,300,30,6.9525
0.60 ,0.04,0.02,300,40,7.0025
0.60 ,0.04,0.02,300,50,7.0525
0.60 ,0.04,0.02,400,10,8.84
0.60 ,0.04,0.02,400,20,8.8905
0.60 ,0.04,0.02,400,30,8.9395
0.60 ,0.04,0.02,400,40,8.989
0.60 ,0.04,0.02,400,50,9.0385
0.60 ,0.04,0.025,100,10,2.6868
0.60 ,0.04,0.025,100,20,2.74135
0.60 ,0.04,0.025,100,30,2.7957
0.60 ,0.04,0.025,100,40,2.8499
0.60 ,0.04,0.025,100,50,2.9039
0.60 ,0.04,0.025,200,10,4.78335
0.60 ,0.04,0.025,200,20,4.8344
0.60 ,0.04,0.025,200,30,4.88555
0.60 ,0.04,0.025,200,40,4.9365
0.60 ,0.04,0.025,200,50,4.98725
0.60 ,0.04,0.025,300,10,6.7985
0.60 ,0.04,0.025,300,20,6.8485
0.60 ,0.04,0.025,300,30,6.899
0.60 ,0.04,0.025,300,40,6.9485
0.60 ,0.04,0.025,300,50,6.9985
0.60 ,0.04,0.025,400,10,8.783
0.60 ,0.04,0.025,400,20,8.8325
0.60 ,0.04,0.025,400,30,8.882
0.60 ,0.04,0.025,400,40,8.9315
0.60 ,0.04,0.025,400,50,8.981
0.60 ,0.04,0.03,100,10,2.66275
0.60 ,0.04,0.03,100,20,2.7169
0.60 ,0.04,0.03,100,30,2.77075
0.60 ,0.04,0.03,100,40,2.8245
0.60 ,0.04,0.03,100,50,2.878
0.60 ,0.04,0.03,200,10,4.74705
0.60 ,0.04,0.03,200,20,4.79795
0.60 ,0.04,0.03,200,30,4.8488
0.60 ,0.04,0.03,200,40,4.8996
0.60 ,0.04,0.03,200,50,4.95035
0.60 ,0.04,0.03,300,10,6.7575
0.60 ,0.04,0.03,300,20,6.8075
0.60 ,0.04,0.03,300,30,6.857
0.60 ,0.04,0.03,300,40,6.907
0.60 ,0.04,0.03,300,50,6.957
0.60 ,0.04,0.03,400,10,8.74
0.60 ,0.04,0.03,400,20,8.7895
0.60 ,0.04,0.03,400,30,8.839
0.60 ,0.04,0.03,400,40,8.888
0.60 ,0.04,0.03,400,50,8.9375
0.60 ,0.04,0.035,100,10,2.64245
0.60 ,0.04,0.035,100,20,2.6962
0.60 ,0.04,0.035,100,30,2.7497
0.60 ,0.04,0.035,100,40,2.8031
0.60 ,0.04,0.035,100,50,2.85635
0.60 ,0.04,0.035,200,10,4.71755
0.60 ,0.04,0.035,200,20,4.7684
0.60 ,0.04,0.035,200,30,4.819
0.60 ,0.04,0.035,200,40,4.8698
0.60 ,0.04,0.035,200,50,4.9203
0.60 ,0.04,0.035,300,10,6.725
0.60 ,0.04,0.035,300,20,6.7745
0.60 ,0.04,0.035,300,30,6.8245
0.60 ,0.04,0.035,300,40,6.8745
0.60 ,0.04,0.035,300,50,6.924
0.60 ,0.04,0.035,400,10,8.707
0.60 ,0.04,0.035,400,20,8.7565
0.60 ,0.04,0.035,400,30,8.806
0.60 ,0.04,0.035,400,40,8.8555
0.60 ,0.04,0.035,400,50,8.9045
0.60 ,0.04,0.04,100,10,2.62495
0.60 ,0.04,0.04,100,20,2.67825
0.60 ,0.04,0.04,100,30,2.7316
0.60 ,0.04,0.04,100,40,2.7847
0.60 ,0.04,0.04,100,50,2.83765
0.60 ,0.04,0.04,200,10,4.693
0.60 ,0.04,0.04,200,20,4.74375
0.60 ,0.04,0.04,200,30,4.7943
0.60 ,0.04,0.04,200,40,4.84485
0.60 ,0.04,0.04,200,50,4.89545
0.60 ,0.04,0.04,300,10,6.6985
0.60 ,0.04,0.04,300,20,6.7485
0.60 ,0.04,0.04,300,30,6.798
0.60 ,0.04,0.04,300,40,6.848
0.60 ,0.04,0.04,300,50,6.8975
0.60 ,0.04,0.04,400,10,8.681
0.60 ,0.04,0.04,400,20,8.7305
0.60 ,0.04,0.04,400,30,8.78
0.60 ,0.04,0.04,400,40,8.8295
0.60 ,0.04,0.04,400,50,8.879
0.60 ,0.04,0.045,100,10,2.6095
0.60 ,0.04,0.045,100,20,2.6627
0.60 ,0.04,0.045,100,30,2.71575
0.60 ,0.04,0.045,100,40,2.76865
0.60 ,0.04,0.045,100,50,2.82135
0.60 ,0.04,0.045,200,10,4.67235
0.60 ,0.04,0.045,200,20,4.72285
0.60 ,0.04,0.045,200,30,4.77355
0.60 ,0.04,0.045,200,40,4.82405
0.60 ,0.04,0.045,200,50,4.8745
0.60 ,0.04,0.045,300,10,6.677
0.60 ,0.04,0.045,300,20,6.727
0.60 ,0.04,0.045,300,30,6.7765
0.60 ,0.04,0.045,300,40,6.826
0.60 ,0.04,0.045,300,50,6.876
0.60 ,0.04,0.045,400,10,8.6605
0.60 ,0.04,0.045,400,20,8.7105
0.60 ,0.04,0.045,400,30,8.7595
0.60 ,0.04,0.045,400,40,8.809
0.60 ,0.04,0.045,400,50,8.8585
0.60 ,0.04,0.05,100,10,2.5959
0.60 ,0.04,0.05,100,20,2.64885
0.60 ,0.04,0.05,100,30,2.70165
0.60 ,0.04,0.05,100,40,2.7544
0.60 ,0.04,0.05,100,50,2.8071
0.60 ,0.04,0.05,200,10,4.6546
0.60 ,0.04,0.05,200,20,4.70515
0.60 ,0.04,0.05,200,30,4.75565
0.60 ,0.04,0.05,200,40,4.8061
0.60 ,0.04,0.05,200,50,4.8566
0.60 ,0.04,0.05,300,10,6.659
0.60 ,0.04,0.05,300,20,6.709
0.60 ,0.04,0.05,300,30,6.759
0.60 ,0.04,0.05,300,40,6.8085
0.60 ,0.04,0.05,300,50,6.858
0.60 ,0.04,0.05,400,10,8.644
0.60 ,0.04,0.05,400,20,8.694
0.60 ,0.04,0.05,400,30,8.743
0.60 ,0.04,0.05,400,40,8.7925
0.60 ,0.04,0.05,400,50,8.8425
0.60 ,0.06,0.005,100,10,4.12915
0.60 ,0.06,0.005,100,20,4.2154
0.60 ,0.06,0.005,100,30,4.3008
0.60 ,0.06,0.005,100,40,4.3858
0.60 ,0.06,0.005,100,50,4.47045
0.60 ,0.06,0.005,200,10,7.382
0.60 ,0.06,0.005,200,20,7.462
0.60 ,0.06,0.005,200,30,7.541
0.60 ,0.06,0.005,200,40,7.6195
0.60 ,0.06,0.005,200,50,7.698
0.60 ,0.06,0.005,300,10,10.46
0.60 ,0.06,0.005,300,20,10.538
0.60 ,0.06,0.005,300,30,10.6145
0.60 ,0.06,0.005,300,40,10.6905
0.60 ,0.06,0.005,300,50,10.766
0.60 ,0.06,0.005,400,10,13.464
0.60 ,0.06,0.005,400,20,13.541
0.60 ,0.06,0.005,400,30,13.616
0.60 ,0.06,0.005,400,40,13.691
0.60 ,0.06,0.005,400,50,13.7655
0.60 ,0.06,0.01,100,10,3.97625
0.60 ,0.06,0.01,100,20,4.05855
0.60 ,0.06,0.01,100,30,4.1403
0.60 ,0.06,0.01,100,40,4.22175
0.60 ,0.06,0.01,100,50,4.3029
0.60 ,0.06,0.01,200,10,7.1205
0.60 ,0.06,0.01,200,20,7.1975
0.60 ,0.06,0.01,200,30,7.274
0.60 ,0.06,0.01,200,40,7.3505
0.60 ,0.06,0.01,200,50,7.4265
0.60 ,0.06,0.01,300,10,10.1345
0.60 ,0.06,0.01,300,20,10.21
0.60 ,0.06,0.01,300,30,10.285
0.60 ,0.06,0.01,300,40,10.3595
0.60 ,0.06,0.01,300,50,10.434
0.60 ,0.06,0.01,400,10,13.0985
0.60 ,0.06,0.01,400,20,13.1735
0.60 ,0.06,0.01,400,30,13.2475
0.60 ,0.06,0.01,400,40,13.3215
0.60 ,0.06,0.01,400,50,13.395
0.60 ,0.06,0.015,100,10,3.8936
0.60 ,0.06,0.015,100,20,3.9741
0.60 ,0.06,0.015,100,30,4.0542
0.60 ,0.06,0.015,100,40,4.134
0.60 ,0.06,0.015,100,50,4.21365
0.60 ,0.06,0.015,200,10,6.991
0.60 ,0.06,0.015,200,20,7.0675
0.60 ,0.06,0.015,200,30,7.143
0.60 ,0.06,0.015,200,40,7.2185
0.60 ,0.06,0.015,200,50,7.294
0.60 ,0.06,0.015,300,10,9.9825
0.60 ,0.06,0.015,300,20,10.057
0.60 ,0.06,0.015,300,30,10.1315
0.60 ,0.06,0.015,300,40,10.2055
0.60 ,0.06,0.015,300,50,10.2795
0.60 ,0.06,0.015,400,10,12.934
0.60 ,0.06,0.015,400,20,13.008
0.60 ,0.06,0.015,400,30,13.082
0.60 ,0.06,0.015,400,40,13.1555
0.60 ,0.06,0.015,400,50,13.229
0.60 ,0.06,0.02,100,10,3.83725
0.60 ,0.06,0.02,100,20,3.91665
0.60 ,0.06,0.02,100,30,3.99575
0.60 ,0.06,0.02,100,40,4.07465
0.60 ,0.06,0.02,100,50,4.1533
0.60 ,0.06,0.02,200,10,6.9085
0.60 ,0.06,0.02,200,20,6.984
0.60 ,0.06,0.02,200,30,7.0595
0.60 ,0.06,0.02,200,40,7.1345
0.60 ,0.06,0.02,200,50,7.2095
0.60 ,0.06,0.02,300,10,9.8885
0.60 ,0.06,0.02,300,20,9.9625
0.60 ,0.06,0.02,300,30,10.037
0.60 ,0.06,0.02,300,40,10.111
0.60 ,0.06,0.02,300,50,10.1845
0.60 ,0.06,0.02,400,10,12.8355
0.60 ,0.06,0.02,400,20,12.9095
0.60 ,0.06,0.02,400,30,12.983
0.60 ,0.06,0.02,400,40,13.0565
0.60 ,0.06,0.02,400,50,13.13
